State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Facility Latitude, Facility Longitude, Owner, Operator
"IN","ArcelorMittal USA - Indiana Harbor East","10474","503","2016","41.68","-87.4264","ArcelorMittal","ArcelorMittal",
"IN","ArcelorMittal USA - Indiana Harbor East","10474","504","2015","41.68","-87.4264","ArcelorMittal","ArcelorMittal",
"IN","ArcelorMittal USA - Indiana Harbor East","10474","504","2016","41.68","-87.4264","ArcelorMittal","ArcelorMittal",
"IN","BP Whiting Business Unit","52130","3SPS31","2015","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS31","2016","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS32","2015","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS32","2016","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS33","2015","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS33","2016","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS34","2015","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS34","2016","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS36","2015","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","BP Whiting Business Unit","52130","3SPS36","2016","41.6703","-87.4803","BP Whiting Business Unit","BP Whiting Business Unit",
"IN","Bailly Generating Station","995","10","2015","41.6433","-87.1225","Northern Indiana Public Service Company","Northern Indiana Public Service Company",
"IN","Bailly Generating Station","995","10","2016","41.6433","-87.1225","Northern Indiana Public Service Company","Northern Indiana Public Service Company",
"IN","Bailly Generating Station","995","7","2015","41.6433","-87.1225","Northern Indiana Public Service Company","Northern Indiana Public Service Company",
"IN","Bailly Generating Station","995","7","2016","41.6433","-87.1225","Northern Indiana Public Service Company","Northern Indiana Public Service Company",
"IN","Bailly Generating Station","995","8","2015","41.6433","-87.1225","Northern Indiana Public Service Company","Northern Indiana Public Service Company",
"IN","Bailly Generating Station","995","8","2016","41.6433","-87.1225","Northern Indiana Public Service Company","Northern Indiana Public Service Company",
"IN","Broadway Avenue Generating Station","1011","1","2015","37.9694","-87.6044","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","Broadway Avenue Generating Station","1011","1","2016","37.9694","-87.6044","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","Broadway Avenue Generating Station","1011","2","2015","37.9694","-87.6044","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","Broadway Avenue Generating Station","1011","2","2016","37.9694","-87.6044","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","C. C. Perry K Steam Plant","992","11","2015","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","11","2016","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","12","2015","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","12","2016","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","13","2015","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","13","2016","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","14","2015","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","14","2016","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","16","2015","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","C. C. Perry K Steam Plant","992","16","2016","39.7622","-86.1667","Citizens Thermal","Citizens Thermal",
"IN","Cayuga","1001","1","2015","39.9239","-87.4272","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Cayuga","1001","1","2016","39.9239","-87.4272","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Cayuga","1001","2","2015","39.9239","-87.4272","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Cayuga","1001","2","2016","39.9239","-87.4272","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Cayuga","1001","4","2015","39.9239","-87.4272","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Cayuga","1001","4","2016","39.9239","-87.4272","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Clifty Creek","983","1","2015","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","1","2016","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","2","2015","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","2","2016","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","3","2015","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","3","2016","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","4","2015","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","4","2016","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","5","2015","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","5","2016","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","6","2015","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Clifty Creek","983","6","2016","38.7383","-85.4192","Indiana Kentucky Electric Corp","Indiana Kentucky Electric Corp",
"IN","Connersville Peaking Station","1002","1A","2015","39.6561","-85.1758","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Connersville Peaking Station","1002","1A","2016","39.6561","-85.1758","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Connersville Peaking Station","1002","1B","2015","39.6561","-85.1758","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Connersville Peaking Station","1002","1B","2016","39.6561","-85.1758","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Connersville Peaking Station","1002","2A","2015","39.6561","-85.1758","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Connersville Peaking Station","1002","2A","2016","39.6561","-85.1758","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Connersville Peaking Station","1002","2B","2015","39.6561","-85.1758","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Connersville Peaking Station","1002","2B","2016","39.6561","-85.1758","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Edwardsport Generating Station","1004","CTG1","2015","38.8067","-87.2472","Duke Energy Indiana, Inc.","Duke Energy Indiana, Inc.",
"IN","Edwardsport Generating Station","1004","CTG1","2016","38.8067","-87.2472","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Edwardsport Generating Station","1004","CTG2","2015","38.8067","-87.2472","Duke Energy Indiana, Inc.","Duke Energy Indiana, Inc.",
"IN","Edwardsport Generating Station","1004","CTG2","2016","38.8067","-87.2472","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","F B Culley Generating Station","1012","2","2015","37.91","-87.3267","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","F B Culley Generating Station","1012","2","2016","37.91","-87.3267","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","F B Culley Generating Station","1012","3","2015","37.91","-87.3267","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","F B Culley Generating Station","1012","3","2016","37.91","-87.3267","Southern Indiana Gas and Electric Company","Southern Indiana Gas and Electric Company",
"IN","Frank E Ratts","1043","1SG1","2015","38.5201","-87.2662","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Georgetown Substation","7759","GT1","2015","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT1","2016","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT2","2015","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT2","2016","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT3","2015","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT3","2016","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT4","2015","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Georgetown Substation","7759","GT4","2016","39.9022","-86.2439","Indianapolis Power & Light Company","Indianapolis Power & Light Company",
"IN","Gibson","6113","1","2015","38.3722","-87.7661","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Gibson","6113","1","2016","38.3722","-87.7661","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Gibson","6113","2","2015","38.3722","-87.7661","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Gibson","6113","2","2016","38.3722","-87.7661","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Gibson","6113","3","2015","38.3722","-87.7661","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Gibson","6113","3","2016","38.3722","-87.7661","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Gibson","6113","4","2015","38.3722","-87.7661","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Gibson","6113","4","2016","38.3722","-87.7661","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Gibson","6113","5","2015","38.3722","-87.7661","Duke Energy Corporation, Duke Energy Indiana, Inc., Indiana Municipal Power Agency, Wabash Valley Power Association, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Gibson","6113","5","2016","38.3722","-87.7661","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC, Indiana Municipal Power Agency, Wabash Valley Power Association, Inc.","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Henry County Generating Station","7763","1","2015","39.9528","-85.5039","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Henry County Generating Station","7763","1","2016","39.9528","-85.5039","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Henry County Generating Station","7763","2","2015","39.9528","-85.5039","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Henry County Generating Station","7763","2","2016","39.9528","-85.5039","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Henry County Generating Station","7763","3","2015","39.9528","-85.5039","Duke Energy Corporation, Duke Energy Indiana, Inc.","Duke Energy Corporation, Duke Energy Indiana, Inc.",
"IN","Henry County Generating Station","7763","3","2016","39.9528","-85.5039","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC","Duke Energy Indiana, Inc., Duke Energy Indiana, LLC",
"IN","Hoosier Energy Lawrence Co Station","7948","1","2015","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","1","2016","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","2","2015","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","2","2016","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","3","2015","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","3","2016","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","4","2015","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","4","2016","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","5","2015","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","5","2016","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","6","2015","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
"IN","Hoosier Energy Lawrence Co Station","7948","6","2016","38.8003","-86.4511","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",
